author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Turner,Sir Llewelyn,N/A,N/A,N/A,N/A,The Memories of,1903,N/A,N/A,N/A,N/A,236pp,N/A,N/A,N/A,N/A,"His work in the Welsh slate industry in 19th Century; legal affairs, Wales and England; work as Constable of Carnarvon Castle.",N/A,N/A,N/A,N/A,N/A
Turner,Samuel,N/A,N/A,N/A,N/A,My Climbing Adventures,N/A,N/A,N/A,N/A,N/A,237pp,N/A,N/A,N/A,N/A,Climbs in the mountains of four continents.,Climber,N/A,N/A,N/A,N/A
Turner,Thomas A.,N/A,N/A,N/A,N/A,Argentina and the Argentines,1892,N/A,N/A,N/A,N/A,238pp,N/A,N/A,N/A,N/A,Five years' residence in Argentina; South American life and politics; 1890 revolution; social and private affairs.,N/A,N/A,N/A,N/A,N/A
Turner,William Robert,N/A,N/A,N/A,N/A,Eyes of the Press,1935,N/A,N/A,N/A,N/A,239pp,N/A,N/A,N/A,N/A,Experiences of a press photographer; Daily Mail; journalistic sensationalism.,Photographer,N/A,N/A,N/A,N/A
Turnerelli,Edward Tracy,N/A,N/A,N/A,N/A,Memoirs of a Life of Toll,1884,N/A,N/A,N/A,N/A,240pp,N/A,N/A,N/A,N/A,Work on Russian history and art in mid-19th Century; Conservative politics.,"Historian, Artist",N/A,N/A,N/A,N/A
Turquet-Milnes,Gladys R.,N/A,N/A,N/A,N/A,Apples I Have Picked,1939,N/A,N/A,N/A,N/A,241pp,N/A,N/A,N/A,N/A,"Life in the Loire country and Sussex; farming, country life and people.",N/A,N/A,N/A,N/A,N/A
Tusser,Thomas,N/A,N/A,N/A,N/A,Last Will and Testament,1846,N/A,N/A,N/A,Great Totham,242pp,N/A,N/A,N/A,N/A,"Short metrical autobiography of his education, sins, marriages, work as farmer in Suffolk; warnings to the young against vice.",Farmer,N/A,N/A,N/A,N/A
Tweedsmuir,"John Buchan, Baron",N/A,N/A,N/A,N/A,Memory Hold the Door,1940,N/A,N/A,N/A,N/A,245pp,N/A,N/A,N/A,N/A,"Scottish upbringing; impressions made on him since childhood by outside world and episodes and changes in his life; in Oxford, South Africa, Parliament and Canada; writings; public offices; an essay in recollection.","Politician, Writer",N/A,N/A,N/A,N/A
Twells,Julia H.,N/A,N/A,N/A,N/A,In the Prison City,1919,N/A,N/A,N/A,N/A,246pp,N/A,N/A,N/A,N/A,Experiences of internment in Brussels during WW1; the German occupation.,N/A,N/A,N/A,N/A,N/A
Twining,Louisa,N/A,N/A,N/A,N/A,Recollections of Life and Work,1893,N/A,N/A,N/A,N/A,247pp,N/A,N/A,N/A,N/A,Labour for workhouse reform; charity schools & girls' homes; Marine Society; Education Commission of 1860.,N/A,N/A,N/A,N/A,N/A
Twining,Thomas,N/A,N/A,N/A,N/A,Travels in India,1893,N/A,N/A,N/A,N/A,248pp,N/A,N/A,N/A,N/A,"Life, work, and travels 1792-1795; work for East India Company; the French wars; tour in USA.",N/A,N/A,N/A,N/A,N/A
Tyacke,Mrs. Richard Humphrey,N/A,N/A,N/A,N/A,How I Shot My Bears,1893,N/A,N/A,N/A,N/A,249pp,N/A,N/A,N/A,N/A,Hunting in the Central Himalayas; camp life.,N/A,N/A,N/A,N/A,N/A
Tyerman,Daniel,Bennett,George,N/A,N/A,"Diary, 1821-1828; Journal of Travels",1831,N/A,N/A,N/A,N/A,250pp,N/A,N/A,N/A,N/A,"Missionary work and extensive travels in South Sea islands, China, India, New Zealand and Leeward Islands; natives and whalers; Christian life and hell-raising; interesting and valuable record of impact of the West.",Missionary,N/A,N/A,N/A,N/A
Tylek,William Ferdinand,N/A,N/A,N/A,N/A,Pulling Strings in China,1929,N/A,N/A,N/A,N/A,251pp,N/A,N/A,N/A,N/A,"His work in Chinese customs service and on revenue cruisers from 1887; politics, war and rebellion; Chinese life; his WW1 work in China; lively.",Customs Officer,N/A,N/A,N/A,N/A
Tynan,Katharine (Hinkson),N/A,N/A,N/A,N/A,Twenty-Five Years' Reminiscences; The Middle Years; The Years of the Shadow; The Wandering Years; Memories,"1913, 1916, 1919, 1922, 1924",N/A,N/A,N/A,N/A,252pp,N/A,N/A,N/A,N/A,"Childhood and family life; public, political, literary affairs in Ireland; the rebellion; her literary work and friendships; her travels in England and Europe.",Writer,N/A,N/A,N/A,N/A
Tyndale,Henry Edmund Guise,N/A,N/A,N/A,N/A,Mountain Paths,1948,N/A,N/A,N/A,N/A,253pp,N/A,N/A,N/A,N/A,Mountain climbing before and after WW1; Alps; mountaineers and guides; emotional aspects; natural history.,N/A,N/A,N/A,N/A,N/A
Tyrrell,Anthony,N/A,N/A,Morris,John,The Troubles of Our Catholic Forefathers,1875,N/A,N/A,N/A,N/A,254pp,N/A,N/A,N/A,N/A,Fall from faith & recantation of Catholic priest accused of plotting against the life of Queen Elizabeth.,N/A,N/A,N/A,N/A,N/A
Tyrrell,George,N/A,N/A,N/A,N/A,Autobiography and Life,1912,N/A,N/A,N/A,N/A,255pp,N/A,N/A,N/A,N/A,Irish boyhood in 60's and his conversion; training as Jesuit and religious work in Cyprus and Malta and at Stonyhurst; good example of spiritual autobiography.,Jesuit,N/A,N/A,N/A,N/A
Tyrrell,J.,N/A,N/A,N/A,N/A,From England to the Antipodes and India,1904,N/A,N/A,N/A,Madras,256pp,N/A,N/A,N/A,N/A,"Life of a private soldier in India and his long career in the government police service, 1846-1902.","Soldier, Policeman",N/A,N/A,N/A,N/A
Tyrwhitt-Drake,Sir Garrard,N/A,N/A,N/A,N/A,Beasts and Circuses; My Life with Animals,"1936, 1939",N/A,N/A,N/A,N/A,257pp,N/A,N/A,N/A,N/A,"Upbringing at Maidstone, Kent; cattle-ranching in the Argentine and service in Veterinary Corps during WW1; his circus work and his Maidstone zoo; Mayor of Maidstone.",Veterinary Surgeon,N/A,N/A,N/A,N/A
Ullathorne,Rt. Rev. William Bernard,N/A,N/A,N/A,N/A,From Cabin Boy to Archbishop,1941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,At sea as a boy; Downside; work as priest among convicts and settlers in Australia; travels; life and work as Bishop of Birmingham.,Bishop,N/A,N/A,N/A,N/A
Ullswater,"James W. Lowther, Viscount",N/A,N/A,N/A,N/A,A Speaker's Commentaries,1925,N/A,N/A,N/A,N/A,2pp,N/A,N/A,N/A,N/A,"School and King's College, London; career as a barrister; M.P. for Rutland; work & opinions as Speaker, House of Commons 1905-21; personal affairs.","Speaker, Barrister, MP",N/A,N/A,N/A,N/A
Uliat,Elizabeth Ann,N/A,N/A,N/A,N/A,Memoirs of Thomas Rogers,1823,N/A,N/A,Boston,N/A,3pp,N/A,N/A,N/A,N/A,"Spiritual life of Lincolnshire Baptist, excerpted from diary and letters.",N/A,N/A,N/A,N/A,N/A
Underhill,Sir Arthur,N/A,N/A,N/A,N/A,Change and Decay,1938,N/A,N/A,N/A,N/A,4pp,N/A,N/A,N/A,N/A,"Victorian life; school at Trinity College, Dublin; inns of court and work as barrister; Bencher of Lincoln's Inn; legal celebrities; social changes.",Barrister,N/A,N/A,N/A,N/A
Underhill,Edward,N/A,N/A,N/A,N/A,Narratives of the Reformation,1859,N/A,N/A,Camden Soc.,N/A,5pp,N/A,N/A,N/A,N/A,Lively account of the sufferings and imprisonment of a Warwickshire Protestant during reign of Queen Mary.,N/A,N/A,N/A,N/A,N/A
Underwood,Michael,N/A,N/A,N/A,N/A,Extracts from the Diary,1823,N/A,N/A,N/A,N/A,6pp,N/A,N/A,N/A,N/A,Religious experience and meditations of a London surgeon.,Surgeon,N/A,N/A,N/A,N/A
Underwood,Reginald,N/A,N/A,N/A,N/A,Hidden Lights,1937,N/A,N/A,N/A,N/A,7pp,N/A,N/A,N/A,N/A,"London from late 19th Century; school, journalism, teaching, writing, Methodism, sex; Edward Carpenter, H.E. Bates.","Writer, Journalist",N/A,N/A,N/A,N/A
VENABLES,Bernard,N/A,N/A,N/A,N/A,Fisherman's Testament,1949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Reminiscences of fishing; pleasures and philosophy.,N/A,N/A,N/A,N/A,N/A
VENNAR,Richard,N/A,N/A,N/A,N/A,An Apology,1614,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life of Lincoln's Inn lawyer; troubles and imprisonment for debt; travel into Scotland, etc.",Lawyer,N/A,N/A,N/A,N/A
VERNAL,Joshua,N/A,N/A,N/A,N/A,Recollections of a Tradesman,1864,N/A,N/A,N/A,Birmingham,N/A,N/A,N/A,N/A,N/A,Work in father's jewelry business; his own experiences in business; financial and legal troubles.,Tradesman,N/A,N/A,N/A,N/A
VERNON,B.J.,N/A,N/A,N/A,N/A,Early Recollections of Jamaica,1848,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Chaplain's life there in early 19th Century; Matoon war and exciting voyage to England during War of 1812.,Chaplain,N/A,N/A,N/A,N/A
VERNON,Francis V.,N/A,N/A,N/A,N/A,Voyages and Travels of a Sea Officer,1792,N/A,N/A,Dublin,N/A,N/A,N/A,N/A,N/A,N/A,"Irishman's naval career and adventures from 1777; war and travel in America, West Indies, Mediterranean.",Sea Officer,N/A,N/A,N/A,N/A
VERNON,William Warren,N/A,N/A,N/A,N/A,Recollections of Seventy-Two Years,1917,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Study and scholarship from 30's; Oxford; Italy & Italian literature and politics; work on Dante; lacaita.,Scholar,N/A,N/A,N/A,N/A
VERNON-HARCOURT,Frederick C.,N/A,N/A,N/A,N/A,From Stage to Cross,1902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Scottish childhood; adventures as sailor, soldier & actor; missionary work in England and France and in Boer War.","Sailor, Soldier, Actor",N/A,N/A,N/A,N/A
VETCH,Major George Anderson,N/A,N/A,N/A,N/A,The Gong,1852,N/A,N/A,Edinburgh,N/A,N/A,N/A,N/A,N/A,N/A,Military and social life of a cadet in Bengal before Mutiny; Indian life and scene; literary interests.,Military,N/A,N/A,N/A,N/A
WALLIS,Mary Davis,N/A,N/A,N/A,N/A,Life in Feejee,1851,N/A,N/A,N/A,Boston,N/A,N/A,N/A,N/A,N/A,Life and work during five years among cannibals as a missionary; American?,missionary,N/A,N/A,N/A,N/A
WALLIS,Thomas Wilkinson,N/A,N/A,N/A,N/A,Autobiography,1899,N/A,N/A,N/A,Louth,N/A,N/A,N/A,N/A,N/A,Apprentice and journeyman carver; his career at Louth as wood-sculptor; honours; his life at Louth; social and political affairs of the day; very interesting.,carver,N/A,N/A,N/A,Louth
WAMSLEY,Leo,N/A,N/A,N/A,N/A,Flying and Sport in East Africa,1920,1940,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Service with RFC in East Africa during WW1; hunting; his Yorkshire boyhood; county life, sport, natural history; his writings; films and art; varied interests; pleasant.","pilot, writer",N/A,N/A,N/A,N/A
WALPOLE,Frederick,N/A,N/A,N/A,N/A,Four Years in the Pacific,1849,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Naval life and his cruises aboard HMS Collingwood, 1844-1848.",naval officer,N/A,N/A,N/A,N/A
WALPOLE,Horace,N/A,N/A,N/A,N/A,Reminiscences Written in 1788; Memoirs of the Reign of King George II; Memoirs of the Reign of King George III; Last Journals,1798,1910,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Largely impersonal history of parliament, public affairs, court life, from 1750's; foreign news, gossip, and some personal affairs; mostly in day-to-day form.","writer, politician",N/A,N/A,N/A,N/A
WALSH,Langton Prendergast,N/A,N/A,N/A,N/A,Under the Flag,n.d.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Life and work of an official in India and on the coast of Somaliland in 70's and 80's.,official,N/A,N/A,N/A,N/A
WALSH,Louis J.,N/A,N/A,N/A,N/A,On My Keeping and In Theirs,1921,N/A,N/A,Dublin,N/A,N/A,N/A,N/A,N/A,N/A,"Political life of County Down lawyer; Irish nationalism; prison, internment camp, and his experiences fleeing the British.",lawyer,N/A,N/A,N/A,County Down
WALSH,Robert,N/A,N/A,N/A,N/A,A Residence at Constantinople,1836,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Life and observations; Greek and Turkish revolutions; Turkish life and customs.,N/A,N/A,N/A,N/A,N/A
WALSH,Thomas,N/A,N/A,N/A,N/A,Life and Death of,1762,N/A,N/A,N/A,N/A,N/A,N/A,James Morgan,N/A,N/A,Largely autobiographical notes of sinful childhood & conversion from Catholicism to Methodism; diary notes.,N/A,N/A,N/A,N/A,N/A
WALSH,Capt. Thomas,N/A,N/A,N/A,N/A,Journal of the Late Campaign in Egypt,1803,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Service in 93rd Foot; personal narrative; the conquest of Egypt.,officer,N/A,N/A,N/A,N/A
WALSHE,Maj. Blayney Townly,N/A,N/A,N/A,N/A,Sporting and Military Adventures,1675,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Youth in Ireland; enlistment; service in army in Nepal and Himalayas; adventures; hunting; social life.,military,N/A,N/A,N/A,N/A
WAZAN,Emily,N/A,N/A,N/A,N/A,My Life Story,1912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life of Englishwoman married to a Moroccan chieftain; thirty years at a Moorish court, Tangier and the desert; family life; Moorish life and customs.",N/A,N/A,N/A,N/A,N/A
WEATHERLY,Frederic Edward,N/A,N/A,N/A,N/A,Piano & Gown,1926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experiences as a teacher entertainer and lawyer; concerts; life on circuit.,"teacher, entertainer, lawyer",N/A,N/A,N/A,N/A
WEAVER,Richard,N/A,N/A,N/A,N/A,Life Story,1913,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Life of a workman-evangelist in the 19th Century.,"workman, evangelist",N/A,N/A,N/A,N/A
WEBB,Beatrice,N/A,N/A,N/A,N/A,My Apprenticeship; Our Partnership,1926,1948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Growth of attitudes and career of the famous socialist and sociologist; childhood & Victorian scene; studies; observations of working-class life; marriage; joint work with her husband; Fabian Society; Labour Party; Trade Unions; research and writing; London politics; celebrities in public life; valuable record of the social and intellectual history of the period.,"socialist, sociologist",N/A,N/A,N/A,N/A
WEBB,Thomas Duncan,N/A,N/A,N/A,N/A,Sailor. You've Had It,1946,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experiences in merchant navy during WW1; Atlantic and Murmansk convoys; reporter on 2nd Front; flying accident.,sailor,N/A,N/A,N/A,N/A
WEBLING,Archie Frederic,N/A,N/A,N/A,N/A,Something Beyond,1931,N/A,N/A,Cambridge,N/A,N/A,N/A,N/A,N/A,N/A,"A Suffolk minister's self-education, ministry & religious and personal difficulties & his spiritual quest; assistant to Hallam; Catholicism.",minister,N/A,N/A,N/A,N/A
WEBLING,Peggy,N/A,N/A,N/A,N/A,Peggy,1924,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Early years in later half of 19th Century in Lake District & Kensington; the Slade school; literary and theatrical interests; Ruskin; travels and pioneer life in Canada; her writing career; pleasant memories.,N/A,N/A,N/A,N/A,N/A
WEBSTER,Benjamin Nottingham,N/A,N/A,N/A,N/A,Acting National Drama,1837,N/A,Volume VI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Contains sketch of his life as strolling player, comedian, stage manager at the Haymarket and Covent Garden in the early 19th Century.","strolling player, comedian, stage manager",N/A,N/A,N/A,N/A
WEBSTER,Nesta Helen,N/A,N/A,N/A,N/A,Spacious Days,1948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Well-to-do family life in the 90's; travels; marriage; life in East; farming in England; WW1.,N/A,N/A,N/A,N/A,N/A
WEEDEN,Edward St.Clair,N/A,N/A,N/A,N/A,A Year with the Gaekwar of Baroda,1911,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Clergyman's experience during his year as a guest at an Indian court; social life, sport, and amusements.",clergyman,N/A,N/A,N/A,N/A
WELCH,Denton,N/A,N/A,N/A,N/A,Maiden Voyage,1943,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Runaway from school visits father in China; art study; sensitive record of a phase of his life.,N/A,N/A,N/A,N/A,N/A
WELDON,Capt. Lewen Barrington,N/A,N/A,N/A,N/A,Hard Lying,1926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His WW1 service; torpedo boats; intelligence work; in Eastern Mediterranean.,N/A,N/A,N/A,N/A,N/A
WELLDON,Rt.Rev. James Edward Cowell,N/A,N/A,N/A,N/A,Recollections and Reflections,1915,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Education, Eton and Kings; teaching, Dulwich, Harrow etc.; career in the church in Calcutta; Westminster, Manchester work and reflections of teacher and bishop.","teacher, bishop",N/A,N/A,N/A,N/A
WELLS,Herbert George,N/A,N/A,N/A,N/A,Experiment in Autobiography,1934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His lower-middle class upbringing; science study, London University; struggle for a living and the development of his career as a novelist and writer; his ideas; world planning.","novelist, writer",N/A,N/A,N/A,N/A
WELLS,John Carveth,N/A,N/A,N/A,N/A,My Candle at Both Ends,1943,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Travel in many lands and his ups & downs; Bohemian life in Soho.,N/A,N/A,N/A,N/A,N/A
WELLS,Lionel De Lautour,N/A,N/A,N/A,N/A,Letters & Recollections,1934,N/A,N/A,N/A,N/A,N/A,N/A,Ida C. Wells,N/A,N/A,"Contains diary extracts, 1915-18; his work in navy, convoys during WW1; naval vice-consul in USA.",naval vice-consul,N/A,N/A,N/A,N/A
WELLS,William Edwin,N/A,N/A,N/A,N/A,Nine Years with the Colours,1899,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Life of a Baptist chaplain in the British army; mainly a survey of army life, with anecdotes of his work and acquaintances.",Baptist chaplain,N/A,N/A,N/A,N/A
Thom,J. H.,N/A,N/A,N/A,N/A,An Irish Gentleman in Search of a Religion,1833,1845,N/A,N/A,Dublin,N/A,N/A,N/A,N/A,N/A,Spiritual difficulties in the Church; his youth in Spain and life in England; Cocford; religious studies; work in the Church; unitarianism.,N/A,N/A,N/A,N/A,N/A
White,Maude Valerie,N/A,N/A,N/A,N/A,Friends and Memories,1914,1932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Career as singer and composer.,"singer, composer",N/A,N/A,N/A,N/A
Whitehead,George,N/A,N/A,N/A,N/A,Christian Progress,1725,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ministry and hardships of 17th Century Westmoreland Quaker; trial and imprisonment; political controversies; London in plague and fire.,"Quaker, minister",N/A,N/A,N/A,N/A
Whitehead,Joseph,N/A,N/A,N/A,N/A,The Evangelist & Pastor,1879,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Boyhood in Yorks; work as bookbinder; Methodist ministry; his meetings & conversions; Moody, Sankey and other evangelists.",Methodist minister,N/A,N/A,N/A,N/A
Whitehouse,Arthur G. J.,N/A,N/A,N/A,N/A,Hell in the Heavens,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Personal experiences of a WW1 aerial gunner.,aerial gunner,N/A,N/A,N/A,N/A
Whitehouse,William Edward,N/A,N/A,N/A,N/A,Recollections of a Violincellist,1930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Anecdotes about his musical activities and friends; royal performances.,violinist,N/A,N/A,N/A,N/A
Whiteing,Richard,N/A,N/A,N/A,N/A,My Harvest,1915,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Early life in London; work as novelist, journalist and foreign correspondent; The Star; his travels; social life in Victorian London; literature.","novelist, journalist",N/A,N/A,N/A,N/A
Whitlaw,David,N/A,N/A,N/A,N/A,A Bonfire of Leaves,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Work as painter, writer, and journalist; travels in Europe and America; eminent friends in the arts; anecdotes.","painter, writer, journalist",N/A,N/A,N/A,N/A
Whiteley,George Cecil,N/A,N/A,N/A,N/A,Brief Life,1942,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Career in the law; the Temple and criminal bar; recorder & chairman of Quarter Sessions; Judge at the Old Bailey; crimes, cases, his opinions on punishment.","lawyer, judge",N/A,N/A,N/A,N/A
WILLIS,Jerome,N/A,N/A,N/A,N/A,Restless Quest It Stopped at London,1938,1944,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Journalist and traveller; mental experiences; the cynicism of inter-war period; European scene and events leading up to WW2 and his experiences as correspondent for a London evening newspaper.,Journalist,N/A,N/A,N/A,N/A
WILLIS,R. Carrington,N/A,N/A,N/A,N/A,My Fifty-One Years at Euston,1939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"London boyhood; his various railway posts; registrar, LMS Railway; amateur acting, gardening, and suburban pleasures.",Railway Registrar,N/A,N/A,N/A,N/A
WILLISON,Charles,N/A,N/A,N/A,N/A,Reminiscences of a Poor Hunting Man,1905,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,University education; poverty; guest in North and West Country mansions; hunting; horsedealing; love-affair; fiction?,N/A,N/A,N/A,N/A,N/A
WILLM0TT-DIX0N,Wiljnott,N/A,N/A,N/A,N/A,"Life, by Thormanby",1911,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Boyhood in London in 50's; Cambridge; the Temple and career as Journalist; anecdotes of bench, bar, theatre, clubs, taverns & Bohemian life and celebrities.",Journalist,N/A,N/A,N/A,N/A
WILLOUGHBY DE BROKE,"Richard GreviOle Verney, 19th Baron",N/A,N/A,N/A,N/A,The Passing Years,1924,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His forebears and family; Eton, Oxford; foxhunting and country society; his Parliamentary career and activity in serious House of Lords politics; a record of a contented Victorian.",Politician,N/A,N/A,N/A,N/A
WILLYAMS,H. V.,N/A,N/A,N/A,N/A,Down West,1903,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A yachtsman's experiences; his boats and cruises off South coast; departure for Boer War.,Yachtsman,N/A,N/A,N/A,N/A
WILSON,Albert Edward,N/A,N/A,N/A,N/A,Playgoer's Pilgrimage,1948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His life and work as dramatic critic; The Star; plays & players.,Dramatic Critic,N/A,N/A,N/A,N/A
WILSON,Andrew,N/A,N/A,N/A,N/A,Some Reminiscences of a Lecturer,1898,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Scottish scientist; oratorical ambitions; lecture tours & Sunday Lecture movement; experience as lecturer in physiology in Scotch universities; anecdotes.,"Scientist, Lecturer",N/A,N/A,N/A,N/A
WILSON,Lady Anne Campbell,MacLeod,N/A,N/A,N/A,After Five Years,1895,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Life of the wife of a commissioner in remote Punjab district; studies of Indian education and culture; her views on Indian needs and British rule.,N/A,N/A,N/A,N/A,N/A
WILSON,Sir Arnold Talbot,N/A,N/A,N/A,N/A,Loyalties: Mesopotamia; S.W. Persia,1930,1941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Campaigns in Near East in WW1; work as civil commissioner and political officer; survey of military, economic and political affairs; personal & historical.","Civil Commissioner, Political Officer",N/A,N/A,N/A,N/A
WILSON,Arthur,N/A,N/A,Peck,Francis,Observations of God's Providence,1735,N/A,II,N/A,N/A,N/A,N/A,Francis Peck,N/A,N/A,Writer's memories of childhood; service with Essex & Warwick; Oxford studies; Civil War memories; views on witch-burning; 1st half 17th Century.,N/A,N/A,N/A,N/A,N/A
WILSON,Lady Barbara,N/A,N/A,N/A,N/A,The House of Memories,1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Her girlhood, France before WW1; society, friends, artistic life in Paris.",N/A,N/A,N/A,N/A,N/A
WILSON,Caroline,Fry,N/A,N/A,N/A,An Autobiography,1849,N/A,N/A,N/A,Philadelphia,N/A,N/A,N/A,N/A,N/A,"Girlhood education, religious training; Quaker religious life; literary interests and reading.",N/A,N/A,N/A,N/A,N/A
