author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
Conant,Thomas,,,N/A,N/A,The autobiography of Thomas Conant,1891,N/A,N/A,Press of E. M. Day,N.Y.,13 p,N/A,N/A,N/A,N/A,A boyhood in Vermont.,N/A,1785,N/A,N/A,N/A
Colton,Sarah,,,N/A,N/A,A rebel in thought,1895,N/A,N/A,N.Y.,Island,99 p,N/A,N/A,N/A,N/A,By the skipper of whaling and clipper ships.,N/A,1865,N/A,N/A,N/A
Connor,Benjamin M.,N/A,N/A,N/A,N/A,Rekindling camp fires,1926,N/A,N/A,Capital book co.,Bismarck,324 p,N/A,N/A,N/A,N/A,"Indian fighter, gold miner, cowboy hunter and army scout, During the Civil War he served with an Ohio outfit.",N/A,N/A,1922,N/A,N/A
Conover,George W.,N/A,N/A,N/A,N/A,Sixty years in southwest Oklahoma,1927,N/A,N/A,N. T. Plummer,"Anadarko, Oklahoma",129 p,N/A,N/A,N/A,N/A,"After serving in the Civil War with a New Jersey outfit, he joined the regular army and saw service in Texas and Oklahoma. Later he became a cattleman.",N/A,1848,1936,N/A,N/A
Conrad,Thomas Nelson,N/A,N/A,N/A,N/A,The rebel scout,1904,N/A,N/A,National pub. co.,Washington,220 p,N/A,N/A,N/A,N/A,Confederate soldier.,N/A,N/A,N/A,N/A,N/A
Conrad,William,N/A,N/A,N/A,N/A,Life and travels of Elder William Conrad,1876,N/A,N/A,Wrightson & co.,Cinc.,422 p,N/A,N/A,N/A,N/A,Baptist in Kentucky.,N/A,1797,N/A,N/A,N/A
Conser,Solomon L. M.,N/A,N/A,N/A,N/A,Virginia after the war,1891,N/A,N/A,Baker-Randolph,Indianapolis,82 p,N/A,N/A,N/A,N/A,"Clergyman in Pennsylvania, Maryland and Virginia who after the Civil War gives his efforts to the reorganization of the church in Virginia.",N/A,1812,N/A,N/A,N/A
Cone,John Philip,N/A,N/A,N/A,N/A,Told out of school,N/A,N/A,N/A,N/A,N/A,25 p,N/A,N/A,N/A,N/A,Service with a Kansas outfit in the Civil War.,N/A,N/A,N/A,N/A,N/A
Confessions,N/A,N/A,N/A,N/A,N/A,Confessions of a Negro preacher,1928,N/A,N/A,Canterbury press,Chicago,297 p,N/A,N/A,N/A,N/A,"After studying with Booker T. Washington, he becomes a Methodist itinerant preacher, mainly in Indiana.",N/A,N/A,N/A,N/A,N/A
Congdon,Charles Taber,N/A,N/A,N/A,N/A,Reminiscences of a journalist,1880,N/A,N/A,James R. Osgood,Boston,386 p,N/A,N/A,N/A,N/A,"Journalist, editor and publisher in Boston, N.Y. and Washington.",N/A,1821,1891,N/A,N/A
Congdon,George Edward,N/A,N/A,N/A,N/A,Sugar Grove and the class of 1886,1911,N/A,N/A,"Ewing Herbert, printer","Hiawatha, Kansas",50 p,N/A,N/A,N/A,N/A,Teacher tells of his student days in Illinois.,N/A,1869,N/A,N/A,N/A
Conklin,George,N/A,N/A,N/A,N/A,"The ways of the circus, being the memories and adventures of George Conklin, tamer of lions",1921,N/A,N/A,Harper,N.Y.,308 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,1845,N/A,N/A,N/A
Connelly,Howard Wallace,N/A,N/A,N/A,N/A,Fifty-six years in the New York post-office,1931,N/A,N/A,Printed by C. J. O’Brien,N. Y.,140 p,N/A,N/A,N/A,N/A,"By the Assistant Superintendent of Mails, New York City.",N/A,N/A,N/A,N/A,N/A
Connolly,James Brendan,N/A,N/A,N/A,N/A,VD Sea-borne; thirty years avoyaging,1944,N/A,N/A,"Doubleday, Doran","Garden City, N.Y.",246 p,N/A,N/A,N/A,N/A,"Adventures of a free-lance journalist and writer of sea tales, especially of the Gloucester fishing fleets. Contender in the first Olympic games; soldier in the Spanish-American war.",N/A,1868,N/A,N/A,N/A
Contant,George C.,N/A,N/A,N/A,N/A,A pardoned lifer,1909,N/A,N/A,Written by Opie L. Warner,San Bernardino,211 p,N/A,N/A,N/A,N/A,Train robber in California whose alias was George Sontag.,N/A,N/A,N/A,N/A,N/A
Conway,Moncure Daniel,N/A,N/A,N/A,N/A,"Autobiography, memories, and experiences",1904,N/A,N/A,Houghton Mifflin,Boston,2 vols.,N/A,N/A,N/A,N/A,"A narrative of the transactions, imprisonment and sufferings of John Connolly, an American Loyalist.",N/A,1832,1907,N/A,N/A
Connolly,John,N/A,N/A,N/A,N/A,"A narrative of the transactions, imprisonment and sufferings of John Connolly, an American Loyalist.",1783,N/A,N/A,priv. pr.,London,62 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,1743,1813,N/A,N/A
Conwell,Russell H.,N/A,N/A,N/A,N/A,The autobiography,1929,N/A,N/A,Cosmopolitan book co.,N.Y.,247 p,N/A,N/A,N/A,N/A,His earlier political and legal experiences in Massachusetts.,N/A,1843,N/A,N/A,N/A
Cook,Charles A.,N/A,N/A,N/A,N/A,The border and the buffalo,1907,N/A,N/A,pr. by Crane & co.,Topeka,N/A,N/A,N/A,N/A,N/A,Buffalo hunter in the southwest.,N/A,N/A,N/A,N/A,N/A
Cook,Nilla Cram,N/A,N/A,N/A,N/A,My road to India,1939,N/A,N/A,Furman,N.Y.,462 p,N/A,N/A,N/A,N/A,By a person who lived there as an observer.,N/A,N/A,N/A,N/A,N/A
Cook,Charles H.,N/A,N/A,N/A,N/A,"Ways of sin; or, experiences of convict life",1894,N/A,N/A,The Patterson-Brown printery,"Des Moines, la.",145 p,N/A,N/A,N/A,N/A,As described by the title.,N/A,N/A,N/A,N/A,N/A
Cooke,Mrs. Harriet B.,N/A,N/A,N/A,N/A,Memories of my life work,1858,N/A,N/A,Robert Carter,N.Y.,356 p,N/A,N/A,N/A,N/A,The writer conducted schools for young women in Vermont and New Jersey.,N/A,1786,N/A,N/A,N/A
Cook,David J.,N/A,N/A,N/A,N/A,Fifty years on the old frontier,N/A,N/A,N/A,Stephen Daye,"Brattleboro, Vt.",N/A,N/A,N/A,N/A,N/A,"As cowboy, hunter, guide, scout and ranchman.",N/A,1840,N/A,N/A,N/A
Cook,James Henry,N/A,N/A,N/A,N/A,We’re sailing in the morning,1923,N/A,N/A,Yale press,New Haven,291 p,N/A,N/A,N/A,N/A,Merchant sailor from Maine.,N/A,1857,N/A,N/A,N/A
Cooley,Byron,N/A,N/A,N/A,N/A,"Memoirs, compiled from his papers and conversations, while under sentence of death.",1837,N/A,N/A,"R. P. Brooks, printer",Cine.,42 p,N/A,N/A,N/A,N/A,A Pennsylvania youth who went to sea and who then lived a life of crime.,N/A,N/A,N/A,N/A,N/A
Cook,James M.,N/A,N/A,N/A,N/A,Lane of the Llano,1936,N/A,N/A,"Little, Brown",Boston,269 p,N/A,N/A,N/A,N/A,Cowboy on the plains.,N/A,1858,N/A,N/A,N/A
Cooley,Winifred (Harper),N/A,N/A,N/A,N/A,I knew them when,1940,N/A,N/A,The Saravan house,N. Y.,250 p,N/A,N/A,N/A,N/A,Forty-five years a minister.,N/A,N/A,N/A,N/A,N/A
Coolidge,Calvin,N/A,N/A,N/A,N/A,The autobiography,N/A,N/A,N/A,Cosmopolitan book co.,N.Y.,N/A,N/A,N/A,N/A,N/A,Member of the Missionary Baptist Church in Missouri.,N/A,1872,1935,N/A,N/A
Cook,John,N/A,N/A,N/A,N/A,"Reminiscences of John Cook, Kamaaina and forty-niner",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1823,1916,N/A,N/A
Coombes,Charles E.,N/A,N/A,N/A,N/A,The prairie dog lawyer,1927,N/A,N/A,New freedom press,Dallas,286 p,N/A,N/A,N/A,N/A,"Englishman in Texas folklore Hawaii, 1844—1916, where he was carpenter, whaler.",N/A,1875,N/A,N/A,N/A
Cook,John Atkins,N/A,N/A,N/A,N/A,Pursuing the whale; . . .in the Arctic,1926,N/A,N/A,Houghton Mifflin,Boston,344 p,N/A,N/A,N/A,N/A,Written in the first person by the captain of a whaling ship.,N/A,1857,1937,N/A,N/A
Cook,John R.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,English-born farmer and engineer in the mountain states.,N/A,1844,1917,N/A,N/A
Coontz,Robert Edward,N/A,N/A,N/A,N/A,From the Mississippi to the sea,1930,N/A,N/A,Dorrance,Phila.,483 p,N/A,N/A,N/A,N/A,"Naval officer, including experiences in the war with Spain.",N/A,1864,N/A,N/A,N/A
Coope,Anna,N/A,N/A,N/A,N/A,"Anna Coope, sky pilot of the San Bias Indians; an autobiography",1931,N/A,N/A,American tract society,N.Y.,193 p,N/A,N/A,N/A,N/A,"Protestant missionary to the West Indies, Venezuela, and the San Bias islands off the coast of Panama.",N/A,1854,N/A,N/A,N/A
Cooper,Elwood,N/A,N/A,N/A,N/A,The life,N/A,N/A,N/A,N/A,No imprint,29 p,N/A,N/A,N/A,N/A,Ranching and farming in California following 1851. Earlier he had taught in Pennsylvania.,N/A,1829,1918,N/A,N/A
Cooper,Joseph W.,N/A,N/A,N/A,N/A,Life and adventures of Joseph W. Cooper among the North American Indians,1879,N/A,N/A,Albany advertiser,"Albany, Georgia",39 p,N/A,N/A,N/A,N/A,Soldier in the Confederate army and in the Dakota and Montana territories.,N/A,1848,N/A,N/A,N/A
Cooper,Peter,N/A,N/A,N/A,N/A,The early days and business life of Peter Cooper,1876,N/A,N/A,M. Hill,N.Y.,p. 11-23,N/A,N/A,N/A,N/A,"Inventor and manufacturer, president of North American Telegraph Company. His activities were centered in New York, Maryland and New Jersey.",N/A,1791,N/A,N/A,N/A
Copland,Aaron,N/A,N/A,N/A,N/A,Composer from Brooklyn: an autobiographical sketch,1941,N/A,N/A,N/A,N.Y.,p. 212-230,N/A,N/A,N/A,N/A,As described by title.,N/A,1900,N/A,N/A,N/A
Copp,Elbridge J.,N/A,N/A,N/A,N/A,Reminiscences of the War of the rebellion,1911,N/A,N/A,Telegraph pub. co.,Nashua,536 p,N/A,N/A,N/A,N/A,Union army officer.,N/A,N/A,N/A,N/A,N/A
Coppin,Levi Jenkins,N/A,N/A,N/A,N/A,"Unwritten history, an autobiography",1919,N/A,N/A,African Meth. Episcopal book concern,Phila.,375 p,N/A,N/A,N/A,N/A,Negro Methodist clergyman.,N/A,1848,N/A,N/A,N/A
Copway,George,N/A,N/A,N/A,N/A,"The life, history and travels of Kah-Ge-Ga-Gah-Bowh (George Copway)",1847,N/A,N/A,pr. by Weed & Parsons,Albany,224 p,N/A,N/A,N/A,N/A,Chippewa chief who became a Methodist missionary to his people in the area now known as the Midwest.,N/A,1818,1837,N/A,N/A
Corbett,Elizabeth Frances,N/A,N/A,N/A,N/A,Out at the soldiers’ home; a memory book,1941,N/A,N/A,Appleton-Century,N.Y.,266 p,N/A,N/A,N/A,N/A,"Memories of her childhood in an old soldiers’ home in Wisconsin, by a novelist.",N/A,1887,N/A,N/A,N/A
Corbett,James John,N/A,N/A,N/A,N/A,The roar of the crowd; the true tale of the rise and fall of a champion,1926,N/A,N/A,Garden City pub. co.,"Garden City, N.Y.",329 p,N/A,N/A,N/A,N/A,Adventures of a prizefighter.,N/A,1866,1933,N/A,N/A
Corry,William,N/A,N/A,N/A,N/A,Sketches. Memoirs of chaplain life,1888,N/A,N/A,Pacific press,Oakland,19 p,N/A,N/A,N/A,N/A,"Forty-niner. Three years chaplain in the famous Irish Brigade, 'Army of the Potomac.'",N/A,1833,1897,N/A,N/A
Cordley,Richard,N/A,N/A,N/A,N/A,Pioneer days in Kansas,1903,N/A,N/A,Pilgrim press,N.Y.,274 p,N/A,N/A,N/A,N/A,"A member of the Kansas Band, formed at Andover 1856, tells of his missionary work in Kansas for the cause of abolition.",N/A,1829,1904,N/A,N/A
Cordley,Richard,N/A,N/A,N/A,N/A,A quarter centennial sermon,1891,N/A,N/A,Young people's society of Christian endeavor,Lawrence,24 p,N/A,N/A,N/A,N/A,"In Kansas, 1857-75 and 1884-91.",N/A,1829,1904,N/A,N/A
Copeland,James,N/A,N/A,N/A,N/A,Life and confession of the noted outlaw,1909,N/A,N/A,N.p.,N/A,237 p,N/A,N/A,N/A,N/A,In the southeastern and southwestern states.,N/A,N/A,N/A,N/A,N/A
Copeland,Jonathan,N/A,N/A,N/A,N/A,A brief sketch,1894,N/A,N/A,"L. A. Wikoff, printer","Springfield, Colorado",44 p,N/A,N/A,N/A,N/A,Congregational.,N/A,1817,N/A,N/A,N/A
Cordua,Theodor,N/A,N/A,N/A,N/A,"The memoirs of Theodor Cordua, the pioneer of New Mecklenburg - in the Sacramento Valley",1933,N/A,N/A,California historical society,San Francisco,33 p,N/A,N/A,N/A,N/A,"A German immigrant who became a rancher in California, 1842-52.",N/A,1796,1857,N/A,N/A
Corey,Charles Henry,N/A,N/A,N/A,N/A,A history of the Richmond theological seminary with reminiscences of thirty years’ work among the colored people of the South,1895,N/A,N/A,J. W. Randolph co.,Richmond,240 p,N/A,N/A,N/A,N/A,"A Negro tells mainly of his service with the U.S. Christian Commission during the Civil War, and among the Negroes of South Carolina.",N/A,1834,1899,N/A,N/A
Cornell,C. S.,N/A,N/A,N/A,N/A,A Knoxville physician’s part in the World war,1935,N/A,N/A,N/A,"Knoxville, Iowa",N/A,N/A,N/A,N/A,N/A,As described by the title.,N/A,N/A,N/A,N/A,N/A
Cornell,John J.,N/A,N/A,N/A,N/A,Autobiography... containing an account of his religious experiences and travels in the ministry,1906,N/A,N/A,The Lord Baltimore press,Baltimore,498 p,N/A,N/A,N/A,N/A,"Minister of the Society of Friends in New York, Pennsylvania and Maryland.",N/A,1826,N/A,N/A,N/A
Cornell,Katharine,N/A,N/A,N/A,N/A,I wanted to be an actress,1939,N/A,N/A,Random House,N.Y.,361 p,N/A,N/A,N/A,N/A,Actress.,N/A,1898,N/A,N/A,N/A
Cornell,Mary Emily,N/A,N/A,N/A,N/A,Autobiography,1929,N/A,N/A,The Cayuga press,"Ithaca, N.Y.",169 p,N/A,N/A,N/A,N/A,The daughter of Ezra Cornell tells of her work for church and charity.,N/A,1847,N/A,N/A,N/A
Corey,Francis Edwin,N/A,N/A,N/A,N/A,Autobiography...,1892,N/A,N/A,priv. pr.,Chicago,118 p,N/A,N/A,N/A,N/A,Merchant in New England and in the Midwest.,N/A,1804,1892,N/A,N/A
Corning,James Leonard,N/A,N/A,N/A,N/A,Recollections of a life. Memoir and personal recollection,1898,N/A,N/A,The Knickerbocker press,N.Y.,100 p,N/A,N/A,N/A,N/A,"Presbyterian and Congregational clergyman who eventually became a Unitarian. He served in Connecticut, New York, New Jersey and in the Midwest.",N/A,1828,1903,N/A,N/A
Corlett,William Thomas,N/A,N/A,N/A,N/A,"Early reminiscences, 1860-1904",1920,N/A,N/A,N/A,Cleveland,420 p,N/A,N/A,N/A,N/A,"A physician tells of his visits to clinics, attendance at scientific meetings, and of his career as Professor of Dermatology at Western Reserve University.",N/A,1854,N/A,N/A,N/A
Cornaby,Hannah (Hollingsworth),N/A,N/A,N/A,N/A,Autobiography and poems,1881,N/A,N/A,pr. by J. C. Graham & co.,Salt Lake City,158 p,N/A,N/A,N/A,N/A,An Englishwoman who became a Mormon; her trip from England to Utah and later life in that state.,N/A,1822,N/A,N/A,N/A
Corrothers,James David,N/A,N/A,N/A,N/A,In spite of the handicap,1916,N/A,N/A,N.Y.,Doran,238 p,N/A,N/A,N/A,N/A,Negro minister and writer of poetry tells mainly of his white friends.,N/A,1869,1917,N/A,N/A
Cornelius,Friedrick Caspar,N/A,N/A,N/A,N/A,Biography and personal reminiscences,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A German born Texas farmer.,N/A,1850,N/A,N/A,N/A
Corser,Elwood Spencer,N/A,N/A,N/A,N/A,Record of the life of Elwood Spencer Corser,1911,N/A,N/A,"W. F. Black & co., printers",Minneapolis,16 p,N/A,N/A,N/A,N/A,"Minor political figure in Minneapolis, who served with a New York outfit in the O. S.",N/A,1835,1917,N/A,N/A
Cornelius,Samuel,N/A,N/A,N/A,N/A,Autobiographical letters,1871,N/A,N/A,Gulley’s steam press,Detroit,43 p,N/A,N/A,N/A,N/A,"Baptist clergyman in Virginia, New York, Michigan, and agent for American Colonization.",N/A,1795,1871,N/A,N/A
Corrigan,Douglas,N/A,N/A,N/A,N/A,That’s my story,1938,N/A,N/A,Dutton,N.Y.,221 p,N/A,N/A,N/A,N/A,“Wrong-way” aviator.,N/A,N/A,N/A,N/A,N/A
Corsi,Edward,N/A,N/A,N/A,N/A,In the shadow of liberty,1935,N/A,N/A,Macmillan,N.Y.,321 p,N/A,N/A,N/A,N/A,Commissioner of Immigration in the New York district.,N/A,N/A,N/A,N/A,N/A
Cortesi,Salvatore,N/A,N/A,N/A,N/A,My thirty years of friendships,1927,N/A,N/A,Harper,N.Y.,296 p,N/A,N/A,N/A,N/A,"The author, an Italian who was the Rome representative of the Associated Press, tells of many of his journalistic experiences.",N/A,1864,1947,N/A,N/A
Cournos,John,N/A,N/A,N/A,N/A,Autobiography,1935,N/A,N/A,G. P. Putnam,N.Y.,344 p,N/A,N/A,N/A,N/A,A Russian born Jew tells of his experiences in America (p. 61-194) as a literary figure during the years 1891-1912.,N/A,N/A,N/A,N/A,N/A
Coursey,O.W.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"From agnostic-ism to Catholicism, by a university professor.",N/A,1873,N/A,N/A,N/A
Coston,Mrs. Martha J.,N/A,N/A,N/A,N/A,A signal success,1886,N/A,N/A,Lippincott,Phila.,333 p,N/A,N/A,N/A,N/A,Widow of inventor tells of her efforts to sell his night signals for naval vessels.,N/A,N/A,N/A,N/A,N/A
Cotten,Bruce,N/A,N/A,N/A,N/A,An adventure in Alaska,1922,N/A,N/A,Sun pr. office,Baltimore,107 p,N/A,N/A,N/A,N/A,Gold miner.,N/A,N/A,N/A,N/A,N/A
Cotter,William Joseph,N/A,N/A,N/A,N/A,My autobiography,1917,N/A,N/A,"Publishing house, Methodist Episcopal Church, South",Nashville,190 p,N/A,N/A,N/A,N/A,"Methodist clergyman in Georgia, Tennessee and North Carolina.",N/A,1823,N/A,N/A,N/A
Cotting,Benjamin Eddy,N/A,N/A,N/A,N/A,Professional reminiscences,1888,N/A,N/A,Press of David Clapp & son,Boston,112 p,N/A,N/A,N/A,N/A,Physician in Massachusetts.,N/A,N/A,N/A,N/A,N/A
Cotton,Alfred Johnson,N/A,N/A,N/A,N/A,Cotton’s sketch-book. Autobiographical sketches,1874,N/A,N/A,B. Thurstan,Portland,216 p,N/A,N/A,N/A,N/A,"Methodist clergyman in Indiana, who became attorney, judge and Assistant U. S. Marshall. As a clergyman he also lived in Illinois.",N/A,1800,N/A,N/A,N/A
Cotton,Alfred Johnson,N/A,N/A,N/A,N/A,Poems...to which is appended a short autobiographical sketch,1858,N/A,N/A,Pub. for the author,Cine.,562 p,N/A,N/A,N/A,N/A,See the previous annotation.,N/A,1800,N/A,N/A,N/A
Coughlin,Eugene Francis Paul,N/A,N/A,N/A,N/A,Assistant hero,1944,N/A,N/A,Crowell,N.Y.,133 p,N/A,N/A,N/A,N/A,Hollywood publicity man tells of his services in the second World War.,N/A,N/A,N/A,N/A,N/A
Coulter,David,N/A,N/A,N/A,N/A,Memoirs,n.d.,N/A,N/A,Presbyterian pub. co.,St. Louis,551 p,N/A,N/A,N/A,N/A,N/A,N/A,1808,N/A,N/A,N/A
Courtney,Abram V.,N/A,N/A,N/A,N/A,The adventures of a blind man and his faithful dog,1856,N/A,N/A,"William White, printer",Boston,112 p,N/A,N/A,N/A,N/A,"Sailor, who suffering blindness, becomes a travelling merchant in New York, Pennsylvania and Maryland.",N/A,1802,N/A,N/A,N/A
Courtney,Abram V.,N/A,N/A,N/A,N/A,Anecdotes of the blind...with a memoir of the author,1835,N/A,N/A,The author,Boston,52 p,N/A,N/A,N/A,N/A,A blind peddler in Boston.,N/A,1802,N/A,N/A,N/A
Courtney,Charles,N/A,N/A,N/A,N/A,Unlocking adventure,1942,N/A,N/A,Whittlesey house,N.Y.,335 p,N/A,N/A,N/A,N/A,"The author, the leading American authority on locks and safe combinations, tells of his many interesting experiences, including deep-sea diving exploits.",N/A,N/A,1947,N/A,N/A
Cowan,Bud,N/A,N/A,N/A,N/A,Range rider,1930,N/A,N/A,"Doubleday, Doran",Garden City,289 p,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cowan,John F.,N/A,N/A,N/A,N/A,The you-ought-to-buy-ography of an ink-slinger,1915,N/A,N/A,Midget press,"Kohala, Hawaii",132 p,N/A,N/A,N/A,N/A,Writer for Christian Endeavor World and Methodist Recorder. As a clergyman he served in West Virginia and in Hawaii.,N/A,N/A,N/A,N/A,N/A
Cowell,Joe,N/A,N/A,N/A,N/A,Thirty years passed among the players in England and America,1844,N/A,N/A,Harper,N.Y.,103 p,N/A,N/A,N/A,N/A,British actor whose American experiences are related in p.55-103.,N/A,N/A,N/A,N/A,N/A
Cowen,Philip,N/A,N/A,N/A,N/A,Memories of an American Jew,1932,N/A,N/A,International press,N.Y.,438 p,N/A,N/A,N/A,N/A,"New York publisher of the magazine, American Hebrew.",N/A,1853,N/A,N/A,N/A
Cowherd,Philip Henshaw,N/A,N/A,N/A,N/A,Sketch of my life,1944,N/A,N/A,Hobson book press,"Cynthia, Ky.",135 p,N/A,N/A,N/A,N/A,"Baptist clergyman in Kentucky, Virginia and South Carolina.",N/A,1869,N/A,N/A,N/A
Cowles,Mrs. Lucy Gillmore,N/A,N/A,N/A,N/A,Lucy Gillmore Cowles,N/A,N/A,N/A,N/A,N/A,37 p,N/A,N/A,N/A,N/A,Story of her youth in Ohio and Illinois.,N/A,1833,1914,N/A,N/A
Cowles,Virginia,N/A,N/A,N/A,N/A,Looking for trouble,1941,N/A,N/A,Harper,N.Y.,447 p,N/A,N/A,N/A,N/A,American journalist tells of her European experiences during 1937 — 1941.,N/A,N/A,N/A,N/A,N/A
Cowley,Malcolm,N/A,N/A,N/A,N/A,Exile’s return,1934,N/A,N/A,W. W. Norton,N.Y.,308 p,N/A,N/A,N/A,N/A,"Literary reminiscences of life in post-World War I Europe and the United States, chiefly in New York.",N/A,N/A,N/A,N/A,N/A
Cox,Jacob Dolson,N/A,N/A,N/A,N/A,Military reminiscences of the Civil war,1900,N/A,N/A,Scribner’s,N.Y.,2 vols.,N/A,N/A,N/A,N/A,"Officer in the Union army, who was later governor of Ohio.",N/A,1828,1900,N/A,N/A
Cox,John E.,N/A,N/A,N/A,N/A,Five years in the U.S. army,1892,N/A,N/A,General Baptist pub. house,"Owensville, Indiana",171 p,N/A,N/A,N/A,N/A,In the Dakota territory 1872 — 77.,N/A,N/A,N/A,N/A,N/A
Cox,Mahala Jane (Holland),N/A,N/A,N/A,N/A,Mother M. J. Cox...an autobiography,1929,N/A,N/A,Black dispatch,Oklahoma City,20 p,N/A,N/A,N/A,N/A,Lay missionary worker (Negress) among Baptists.,N/A,1845,N/A,N/A,N/A
Cox,Ross,N/A,N/A,N/A,N/A,Adventures on the Columbia River including...six years on the western side of the Rocky mountains,1832,N/A,N/A,Harper,N.Y.,335 p,N/A,N/A,N/A,N/A,Frontier trader and Indian fighter in the service of Astor. Cox was an Irishman who returned to Dublin.,N/A,1793,N/A,N/A,N/A
Cox,Samuel Sullivan,N/A,N/A,N/A,N/A,Three decades of Federal legislation. 1855 to 1885,1886,N/A,N/A,J. A. & R. A. Reid,Providence,726 p,N/A,N/A,N/A,N/A,Journalist and member of Congress from Ohio and later from New York.,N/A,1824,1889,N/A,N/A
Cox,W. D.,N/A,N/A,N/A,N/A,The country preacher,1897,N/A,N/A,Gleaner book and job print,Henderson,164 p,N/A,N/A,N/A,N/A,Baptist in Kentucky.,N/A,1856,N/A,N/A,N/A
Cox,W. T.,N/A,N/A,N/A,N/A,Out of the depths,1876,N/A,N/A,Baker & Arnold,"Sycamore, Ill.",80 p,N/A,N/A,N/A,N/A,"Printer, editor and publisher of newspapers in Mass, and Illinois, who was cured of alcoholism.",N/A,1835,N/A,N/A,N/A
Cox,William Edward,N/A,N/A,N/A,N/A,Southern sidelights,1942,N/A,N/A,Edwards & Broughton,"Raleigh, N. C.",170 p,N/A,N/A,N/A,N/A,His life to the age of 32 when he entered the ministry.,N/A,1870,N/A,N/A,N/A
Coyne,Frederick Eugene,N/A,N/A,N/A,N/A,In reminiscence,1941,N/A,N/A,priv. pr.,Chicago,336 p,N/A,N/A,N/A,N/A,"Collector of internal revenue in Illinois, postmaster, and restaurant owner.",N/A,1860,N/A,N/A,N/A
Coyne,William M.,N/A,N/A,N/A,N/A,A sailor’s log of facts; not fables,1934,N/A,N/A,The Christopher pub. house,Boston,228 p,N/A,N/A,N/A,N/A,Twelve years on merchant ships and in the U.S. Navy.,N/A,N/A,N/A,N/A,N/A
Cozzens,Frederick Swartwout,N/A,N/A,N/A,N/A,Autobiographic sketch,1880,N/A,N/A,American book exchange,N.Y.,N/A,N/A,N/A,N/A,N/A,New York author and wine merchant.,N/A,1818,1869,N/A,N/A
Crabtree,James William,N/A,N/A,N/A,N/A,What counted most,1935,N/A,N/A,The Univ. pub. co.,"Lincoln, Chicago",174 p,N/A,N/A,N/A,N/A,"Educational leader and college president, largely in Nebraska and Wisconsin.",N/A,1864,1945,N/A,N/A
Craig,John D.,N/A,N/A,N/A,N/A,Danger is my business,1938,N/A,N/A,Simon & Schuster,N.Y.,309 p,N/A,N/A,N/A,N/A,Adventures in Africa and India; moving-picture camera man; deep-sea diver.,N/A,1903,N/A,N/A,N/A
Craig,Nute,N/A,N/A,N/A,N/A,Thrills 1861 to 1887,n.d.,N/A,N/A,priv. pub.,Oakland,62 p,N/A,N/A,N/A,N/A,"Mainly of his experiences as a telegrapher in Wyoming, but there is additional material on his political and mercantile activities.",N/A,1849,N/A,N/A,N/A
Crain,John Dean,N/A,N/A,N/A,N/A,A mountain boy’s life story,N/A,N/A,N/A,Baptist Courier co.,"Greenville, S.C.",65 p,N/A,N/A,N/A,N/A,Baptist clergyman and educator in South Carolina.,N/A,1881,N/A,N/A,N/A
