author1_last_name,author1_first_name,author2_last_name,author2_first_name,editor1_last_name,editor1_first_name,title,original_date_of_publication,second_or_later_date_of_publication,volume,publisher,publisher_location,number_of_pages,dictation,name_of_transcriber,translation,name_of_translator,summary,occupations,date_of_birth,date_of_death,place_of_birth,other_places_lived
DORAN,Alban,N/A,N/A,N/A,N/A,Memories of a doctor,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Doctor,N/A,N/A,N/A,N/A
DOUGLAS,William,N/A,N/A,N/A,N/A,Shine and Storm,1865,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Private soldier in the Hussars; service in India; the Crimean War; life in the ranks.,Soldier,N/A,N/A,N/A,N/A
DOUGLASS,Albert,N/A,N/A,N/A,N/A,Memories of Mummers; Footlight Reflections,1924; 1934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Childhood in theatrical family and sixty years in theatre as manager; reminiscences and anecdotes of plays and performers; the Old Standard Theatre.,Theatre Manager,N/A,N/A,N/A,N/A
DOUIE,Lt. Charles,N/A,N/A,N/A,N/A,The Wea Road; Beyond the Sunset,1929; 1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Personal experiences WWI, with infantry in France; study at Oxford; at Board book-reviewing; social of Education; work and prison teaching; literary and theatrical friendships.",Lieutenant,N/A,N/A,N/A,N/A
DOVETON,Capt. F. B.,N/A,N/A,N/A,N/A,Of the Burmese War,1824-26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Personal narrative of service with the Madras Fusiliers.,Captain,N/A,N/A,N/A,N/A
DOWER,Kenneth Gandar,N/A,N/A,N/A,N/A,The Spotted Lion,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Big-game hunting in Central Africa; rare lions.,N/A,N/A,N/A,N/A,N/A
DOWNES,Capt. Walter Douglas,N/A,N/A,N/A,N/A,With the Nigerians,1919,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Personal record of WW service with Royal Sussex and Nigerian regiments in East Africa; his campaigns.,Captain,N/A,N/A,N/A,N/A
DOWNEY,Edmund,N/A,N/A,N/A,N/A,Twenty-Years Ago,1905,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Anecdotes of literary life and writers in 70's and 80's.,N/A,N/A,N/A,N/A,N/A
DOWNIE,W. I.,N/A,N/A,N/A,N/A,Reminiscences,1912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cheerful account of life as midshipman in 60's; life on frigate of Black Wall Line; passengers.,Midshipman,N/A,N/A,N/A,N/A
DOWNING,Rupert,N/A,N/A,N/A,N/A,If I Laugh,1941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Adventures in exodus from Paris, WW2; German advance; escape.",N/A,N/A,N/A,N/A,N/A
DOYLE,Sir Arthur Conan,N/A,N/A,N/A,N/A,Memories and Adventures,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Medical study and practice; whaling; service in Boer War; politics, sport, WWI; experiences in spiritualism; his novels; literary success of Sherlock Holmes.",Writer; Doctor,N/A,N/A,N/A,N/A
DOYLE,Sir Francis Hastings Charles,N/A,N/A,N/A,N/A,Reminiscences and Opinions,1886,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His education at Eton and Oxford; career in law; poetry; Professor of Poetry at Royal College of Surgeons.,Professor; Lawyer,N/A,N/A,N/A,N/A
DORAN,George Henry,N/A,N/A,N/A,N/A,Barrabas,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Toronto; his career as publisher in America and England; reminiscences of English writers, publishers and editors.",Publisher,N/A,N/A,N/A,N/A
DORMER,Hugh,N/A,N/A,N/A,N/A,Hugh Dormer's Diaries,1947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Catholic serving in WW2 with Irish Guards; romantic, mystical, and idealistic crusading; with the Maquis in France; violence and quietism.",N/A,N/A,N/A,N/A,N/A
DOUGLAS,A.C.,N/A,N/A,N/A,N/A,"Niger Memories, by Nemo",1927,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work as district commissioner in Nigeria in 90's; native life; breezy record.,District Commissioner,N/A,N/A,N/A,N/A
DOUGLAS,Lord Alfred Bruce,N/A,N/A,N/A,N/A,Oscar Wilde and Myself; Autobiography; Without Apology,1914; 1929; 1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Early relations with Wilde's friends; days at Winchester and Oxford; his re- and self-defence in Wilde affair; his writings, literary journalism, literary friendships; country houses, social life, Bohemia.",Nobleman; Writer,N/A,N/A,N/A,N/A
DOUGLAS,Sir George Brisbane Scott,N/A,N/A,N/A,N/A,Diversions of a Count; Gentleman,1902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Roxburgh life and society; his sports; fishing, shooting, hunting and hawking.",Count,N/A,N/A,N/A,N/A
DOUGLAS,Rt. Rev. John,N/A,N/A,N/A,N/A,Short autobiography,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Dunbar, Oxford; army chaplain in Lowlands; country curacies and clerical career to 1776.",Bishop; Chaplain,N/A,N/A,N/A,N/A
DOUGLAS,Norman,N/A,N/A,N/A,N/A,Looking Back,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Memories suggested by visiting cards; boyhood, work on English Review and at Foreign Office; travels in Mediterranean; reminiscences of Sir E. Arnold, Doyle, Doughty, etc.",Writer,N/A,N/A,N/A,N/A
DOUGLAS,Robert,N/A,N/A,N/A,N/A,Adventures of a Medical Student,1848,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Apprenticeship; study at Guy's; romantic adventures as ship's surgeon.,Medical Student; Surgeon,N/A,N/A,N/A,N/A
DOUGLAS,S: Robin,N/A,N/A,N/A,N/A,Twenty-ne,1925,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Difficulties of youth in London; down and out; tramp; looking for work; Salvation Army; with a dance band; journalism.,N/A,N/A,N/A,N/A,N/A
DOYLE,Lynn (Leslie A. Montgomery),N/A,N/A,N/A,N/A,Ulster Childhood,1921,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His boyhood & family life in County Down; peasant life and sport.,N/A,N/A,N/A,N/A,N/A
DOYLE,Richard,N/A,N/A,N/A,N/A,A Journal,1885,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A fifteen year old artist's daily life; London in 1840; early Victorian scene and family life; illustrated.,Artist,N/A,N/A,N/A,N/A
D'OYLY,Sir John,N/A,N/A,Coddrington,H. W.,"Diary, 1810-1815",1917,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Activities as British Commissioner in Ceylon; trade; government life; social affairs; court of Kandy.,Commissioner,N/A,N/A,N/A,N/A
D'OYLY,Sir Warren Hastings,N/A,N/A,N/A,N/A,Tales Retailed,1920,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His thirty years in the Indian Civil Service from sixties, administration and law; social life, sport, celebrities; later life, Sussex and Scotland.",Civil Servant,N/A,N/A,N/A,N/A
DRACOTT,Alice Elizabeth,N/A,N/A,N/A,N/A,The Voice of Mystic India,1930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Her childhood in India; occult studies; lamas, and yogis and fakirs; her visions.",N/A,N/A,N/A,N/A,N/A
DRAGE,Lt.Col. Gilbert,N/A,N/A,N/A,N/A,By Marsouin,1949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Travel, sport, places where he was stationed; West Indies, Canada, Spain, Italy.",Lieutenant Colonel,N/A,N/A,N/A,N/A
DRAKE,Capt. Peter,N/A,N/A,N/A,N/A,Memoirs,1754,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Military adventures of an Irish soldier of service with Jacobites, with French in War of Spanish Succession and in West Indies and with Marlborough; lively.",Captain,N/A,N/A,N/A,N/A
DRAKE,Richard,N/A,N/A,N/A,N/A,"Autobiography of his life at Pembroke College, Cambridge",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Antiquarian interest; copied by Hearne, MS, Bodleian Library.",Author; Antiquarian,N/A,N/A,N/A,N/A
DRAKE,Vivian,N/A,N/A,N/A,N/A,Above the Battle,1918,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Personal experiences with Royal Flying Corps in WWI.,Pilot; Royal Flying Corps,N/A,N/A,N/A,N/A
DRAPER,Mrs. Muriel Gurdon,N/A,N/A,N/A,N/A,Music at Midnight,1929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Musical life in London before WWI; composers, players and her brilliant circle; Sargent and Henry James.",Musician; Socialite,N/A,N/A,N/A,N/A
DRAWBELL,James Wedgwood,N/A,N/A,N/A,N/A,Dri: 3 Boat,1947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work and travels of journalist; his many friends from various walks of life.,Journalist,N/A,N/A,N/A,N/A
DRAYSON,Maj.Gen. Alfred Wilks,N/A,N/A,N/A,N/A,Experiences of a Woolwich Professor,1886,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Military education and service and his work as teacher & Royal Military Academy; anecdotes; curriculum; scientific interests.,Major-General; Professor,N/A,N/A,N/A,N/A
DRESSEL,Dettmar,N/A,N/A,N/A,N/A,Up and Down the Scale,1937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"London boyhood; career as violinist; music, musicians and social life in England and Germany.",Violinist,N/A,N/A,N/A,N/A
DREW,Mrs. John (Louisa),N/A,N/A,N/A,N/A,Autobiographical Sketch,1899,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Lambeth childhood in theatrical family; career as child actor; emigration to USA and her theatrical career there; reminiscences of Kembles, etc.",Actress,N/A,N/A,N/A,N/A
DREW,Nicholas (Robert Harling),N/A,N/A,N/A,N/A,Amateur Sailor,1944,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Service in WW2; Dunkirk evacuation; RNVR: convoying in Atlantic.,Sailor; RNVR,N/A,N/A,N/A,N/A
DRINKWATER,John,N/A,N/A,N/A,N/A,Inheritance,1931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Boyhood and family; Oxford and Warwickshire; office work; acting with Birmingham Rep; his poetry and verse-plays; literary friendships; social life and sport.,Poet; Actor,N/A,N/A,N/A,N/A
DROBUTT,Richard,N/A,N/A,N/A,N/A,I Spy for the Empire,1939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Intelligence and espionage work during WWI; India, Persia and Afghanistan.",Intelligence Officer,N/A,N/A,N/A,N/A
DROUGHT,Captain J. B.,N/A,N/A,N/A,N/A,A Sportsman Looks at Eire,1949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His lifetime of sport in Ireland; fishing; shooting; Irish scene; personalities.,Sportsman,N/A,N/A,N/A,N/A
DRUMMOND,John,N/A,N/A,N/A,N/A,Through Hell,1944,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Official naval reporter's experiences in WWII; convoying, submarine-hunting; adventures at Murmansk, Iceland, and in Atlantic.",Naval Reporter,N/A,N/A,N/A,N/A
DRUMMOND,John,N/A,N/A,N/A,N/A,Inheritance of Dreams,1945,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Farming and estate work in the Carse of Gowrie; twenty-year plan for an inherited estate; delightful story of his life and his neighbors in rural Scotland.,Farmer,N/A,N/A,N/A,N/A
DRUMMOND-HAY,Sir John,N/A,N/A,N/A,N/A,Journal & an Expedition,1848,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"At the Moroccan court in 1846; Scottish boyhood; Sir Walter Scott; his career as diplomat; Egypt, Turkey, and Morocco; local customs, personalities, events.",Diplomat,N/A,N/A,N/A,N/A
DRURY,Col. Herber,N/A,N/A,N/A,N/A,Reminiscences of Life and Sport,1690,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Military life in India; acting resident at Travancore; administration; travel, hunting and social life.",Colonel,N/A,N/A,N/A,N/A
DRURY,Robert,N/A,N/A,N/A,N/A,Madagascar,1722,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"A report on experiences and observation during 15 years' captivity on the island; language, customs, resources.",Survivor; Explorer,N/A,N/A,N/A,N/A
DRURY,Lt.Col. William Price,N/A,N/A,N/A,N/A,In Many Parts,1926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sandhurst; his career in the marines and in naval intelligence; anecdotes of royalty and celebrities; his painting and writing.,Lieutenant Colonel,N/A,N/A,N/A,N/A
DUBERLY,Mrs. Henry (Frances Isabella),N/A,N/A,N/A,N/A,Journal of the Russian War,1855,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experiences of soldier's wife in the Crimean War and the Mutiny; her travels; army movements; Central India and Rajpootana.,Soldier's Wife,N/A,N/A,N/A,N/A
DUBOIS-PHILLIPS,Dare,N/A,N/A,N/A,N/A,Wanderlust,1934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Adventures in Europe, America, Africa, China, as hobo, rancher, hunter, gambler, etc.; white-slavers and the underworld.",Adventurer,N/A,N/A,N/A,N/A
DUCKERS,James Scott,N/A,N/A,N/A,N/A,Handed-Over,1917,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Solicitor's experiences as a conscientious objector in WWI; life in Maidstone Prison.,Solicitor; Conscientious Objector,N/A,N/A,N/A,N/A
DUCKETT,Sir George Floyd,N/A,N/A,N/A,N/A,Anecdotal Reminiscences,1895,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Herts & Oxford; military service in Ireland; historical and antiquarian writings; country life, mountaineering, public events, social life; rambling.",Author; Antiquarian,N/A,N/A,N/A,N/A
DUCKWORTH,L. B.,N/A,N/A,N/A,N/A,Crickelove,1946,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,The career of the England wicketkeeper; Yorkshire; the Bradford League; great players; great games.,Wicketkeeper,N/A,N/A,N/A,N/A
DUDLEY,Joshua,N/A,N/A,N/A,N/A,Memoirs,1772,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,The autobiography and self-revelations of a wastrel; written in Newgate.,Wastrel,N/A,N/A,N/A,N/A
DUFF,Charles,N/A,N/A,N/A,N/A,No Angel's Wing,1947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Irish boyhood; work on boats; interpreter in WWI; in Foreign Office News Department; service with republicans in Spanish Civil War; activities of a leftist and anti-Catholic.,Interpreter; Political Activist,N/A,N/A,N/A,N/A
DUFF,Douglas Valder,N/A,N/A,N/A,N/A,Sweet (Various Titles),Various,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Adventures of a soldier of fortune; police work in Ireland and Palestine; shipwrecked as a boy; commanding schooner-fleet at Tobruk; service in WWI and WWII; largely composed for boys.,Soldier; Police Officer,N/A,N/A,N/A,N/A
DUFF,Sir Hector Livingston,N/A,N/A,N/A,N/A,African Small Chop,1932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Experiences in British West Africa; life in Castle Grim; himself and his house; Scottish country life, society, sport, reading, etc.",N/A,N/A,N/A,N/A,N/A
DUFF,Sir Mountstuart Elphinstone Grant,N/A,N/A,N/A,N/A,(Various Titles),Various,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Military life and administration, India, 1851-1901; public affairs; travels; government; social life.",Military Officer,N/A,N/A,N/A,N/A
DUFF-GORDON,Sir Alexander Cornewall,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Service in India; the Mutiny; Gold Coast; China expedition; observer at siege of Paris; campaigns.,N/A,N/A,N/A,N/A,N/A
DUFF-GORDON,Lady Lucy Christiana,N/A,N/A,N/A,N/A,Discretions and Indiscretions,1932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Her social career, work and travels; London, Paris, New York; career as a dress designer.",Dress Designer,N/A,N/A,N/A,N/A
DUFFERIN AND AVA,Hariot Georgina,N/A,N/A,N/A,N/A,Viceregal Life in India,1890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Diaries of life in governmental circles in Canada 70's and India in 80's; society, sport, and travel; official life.",N/A,N/A,N/A,N/A,N/A
DUFFIELD,Alexander J.,N/A,N/A,N/A,N/A,Recollections of Travels Abroad,1889,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Travels and adventures; work as miner; Chile, Canada, New Zealand, etc.",Miner; Traveler,N/A,N/A,N/A,N/A
DUFFIELD,Kenneth Launcelot,N/A,N/A,N/A,N/A,Savage and Kings,1945,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Johannes Factotum's adventures in news-reel style; ships, sheep, theatre, savages; droving and broncho-busting; his musical plays.",N/A,N/A,N/A,N/A,N/A
DUFFY,Sir Charles Gavan,N/A,N/A,N/A,N/A,Life,1898,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Early life in Dublin; Belfast Journalism; nationalist politics and agitation, editor of The Nation; Young Ireland Party; in Newgate; emigration to Australia; politics and government there.",Journalist; Politician,N/A,N/A,N/A,N/A
DUGDALE,Blanche E.,N/A,N/A,N/A,N/A,"C. Fami (Schooling; Scottish life in Inverary and Edinburgh, to 1900)",1940,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Schooling; Scottish life in Inverary and Edinburgh, to 1900; literary life and society; and Saintsbury, etc.",N/A,N/A,N/A,N/A,N/A
DUGDALE,Geoffrey (Capt.),N/A,N/A,N/A,N/A,and Cambrai (Personal experiences in WW1; the two battles),1932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Personal experiences in WW1; the two battles.,Captain,N/A,N/A,N/A,N/A
DUGDALE,William (Sir),N/A,N/A,N/A,N/A,Brief Account in his Heraldic Miscellanies,N.D.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Staffs upbringing; work as antiquarian, surveyor of monuments, librarian, herald; events of Civil War; his publications.",Antiquarian; Surveyor of Monuments; Librarian; Herald,N/A,N/A,N/A,N/A
DUGMORE,Arthur Radclyffe (Capt.),N/A,N/A,N/A,N/A,When the e_Ran Re: (Autobiography),1930,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Education; experiences as naturalist, photographer, writer upon nature subjects; Mark Twain; service, WW1, Yorks regiment; Somme.",Captain; Naturalist; Photographer; Writer,N/A,N/A,N/A,N/A
DUGUID,Julian,N/A,N/A,N/A,N/A,I am Persuaded,1941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spiritual autobiography; progress into agnosticism and back to religion; what determined his development.,N/A,N/A,N/A,N/A,N/A
DUKE,Joshua,N/A,N/A,N/A,N/A,Kabul Campaign,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Work in Bengal medical service during Afghan War, 1879-80; military details; diary.",N/A,N/A,N/A,N/A,N/A
DUKES,Paul (Sir),N/A,N/A,N/A,N/A,Red Dusk,1922,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Teaching at Riga; work in British intelligence service in the USSR; Revolution; in service of Whites and Reds; Russian conditions; attack on communism; study of yogi.,Sir; Teacher; British Intelligence,N/A,N/A,N/A,N/A
DUNALLEY,Henry Cornelius O’Callaghan Prittie Lord,N/A,N/A,N/A,N/A,Khaki and Rifle Green,1940,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His military & sporting career; Boer War, Egypt, England, WW1; hunting and shooting.",Military,N/A,N/A,N/A,N/A
DUNBAR,George Duff-Sutherland (Sir),N/A,N/A,N/A,N/A,Frontiers,1932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His military service in Assam and on North-West Frontier in 1901-14; Abor expedition.,Sir; Military,N/A,N/A,N/A,N/A
DUNCAN,Alfred H.,N/A,N/A,N/A,N/A,Private Life of a Ceylon Coffee Planter,N.D.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Familiar and personal record of everyday life and work of planter in Ceylon; domestic life and sport.,Coffee Planter,N/A,N/A,N/A,N/A
DUNCAN,Eric,N/A,N/A,N/A,N/A,Vancouver Island,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Life in the Shetlands in mid-19th Century and later life in Canada.,N/A,N/A,N/A,N/A,N/A
DUNCKLEY,Fan,N/A,N/A,N/A,N/A,Eight Years in Abyssinia,1935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Experiences of wife of a journalist at Addis Ababa in the twenties; Abyssinian life and customs and her adventures.,Wife; Journalist,N/A,N/A,N/A,N/A
DUNDAS,Anne Louise,N/A,N/A,N/A,N/A,Beneath African Glaciers,1924,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Wife of a Tanganyika official; change from German to British rule; official society; people and places.,Wife; N/A,N/A,N/A,N/A,N/A
DUNDAS,Charles Hope (Sir),N/A,N/A,N/A,N/A,An Admiral's Yarns,1922,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fifty years in navy; training on Britannia; service in China and Japan; anecdotes.,Admiral; Navy,N/A,N/A,N/A,N/A
DUNDONALD,"Douglas M.B.H., Cochrane, 12th Earl of",N/A,N/A,N/A,N/A,My Army Life,1926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"His military career, 1884-1918; service in Egypt, South Africa, Canada, WW1.",Earl; Military,N/A,N/A,N/A,N/A
DUNDONALD,"Thomas Cochrane, 10th Earl of",N/A,N/A,N/A,N/A,Autobiography of a Seaman,1860,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His naval career 1793-184; conditions of sea life; service against French in Napoleonic wars; work in Parliament; Stock Exchange trial.,Earl; Naval Officer,N/A,N/A,N/A,N/A
DUNLOP,Andrew,N/A,N/A,N/A,N/A,Fifty Years,1911,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Irish politics and journalism; Dublin Daily News; Home Rule, Parnell Land War; from 1857.",Journalist; Politician,N/A,N/A,N/A,N/A
DUNLOP,Robert Henry Wallace,N/A,N/A,N/A,N/A,Service and Adventure,1858,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His work as a civil servant in Bengal; service in Meerut Volunteer Horse at Meerut during the Mutiny.,Civil Servant,N/A,N/A,N/A,N/A
DUNN,James,N/A,N/A,N/A,N/A,From Coal Mine Upward,1910,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Work as coalminer; with Worka Corps in Crimea; spiritual awakening; work for London City Mission.,Coalminer; Mission Worker,N/A,N/A,N/A,N/A
DUNN,James,N/A,N/A,N/A,N/A,Paperchase,1938,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Adventure and work of journalist; Wolverhampton and London; Daily Mail correspondent abroad; crime, notorieties and celebrities; pungent Tory.",Journalist,N/A,N/A,N/A,N/A
DUNNE,John Joseph,N/A,N/A,N/A,N/A,"Memories, by H.R.N.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Political and social life in Ireland; anecdotes of friends and Irish politicians.,N/A,N/A,N/A,N/A,N/A
DUNRAVEN,Windham Thomas Wyndham-Quin (Earl of),N/A,N/A,N/A,N/A,Past Times,1922,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Boyhood in Ireland; travel, sport, society, celebrities & public events; politics and land troubles in Ireland.",Earl; Politician,N/A,N/A,N/A,N/A
DUNSANY,Edward J. M. D. Plunkett (Baron),N/A,N/A,N/A,N/A,Ireland (Patches of light; While Sirens slept; Sirens Wake),1938; 1945,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Childhood in London and Dunstall; Eton & Sandhurst and army career; Boer War and WW1 service; sport, travel, social, politics; his novels, plays, poetry and lecturing; oncoming of war; experiences in Blitz and WW2.",Baron; Novelist; Playwright,N/A,N/A,N/A,N/A
DUNSTERVILLE,Lionel Charles (Maj.Gen.),N/A,N/A,N/A,N/A,Stalky's Reminiscences (tales Down),1928; 1932; 1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kipling's friend; childhood; at school with Kipling; Woolwich; army career in India; China War 1900; service in France in WW1; Indian frontier and Indian problems; into journalism; social.,Major-General; Soldier; Journalist,N/A,N/A,N/A,N/A
DUNTON,John,N/A,N/A,N/A,N/A,Life and Errors,1705,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Apprentice bookseller; characters of booksellers; marital and religious affairs; merchants and preachers in London.,Bookseller,N/A,N/A,N/A,N/A
DUNVILLE,T. E.,N/A,N/A,N/A,N/A,Eccentric Comedian,1917,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Schooling; Autobiography of an life as entertainer on tour; music-hall comedian; anecdotes.,Comedian; Entertainer,N/A,N/A,N/A,N/A
DUPPA,Richard,N/A,N/A,N/A,N/A,Memoirs of a Celebrated Literary & Political Character,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Politics, mid-18th Century; political society; Fox, Pitt, Newcastle.",N/A,N/A,N/A,N/A,N/A
DUPUIS,Joseph,N/A,N/A,N/A,N/A,Journal of a Residence in Ashantee,182,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Travels and negotiations on Gold Coast; consul in Ashantee; politics; court life.,Consul,N/A,N/A,N/A,N/A
DURAND,Algernon G. O.,N/A,N/A,N/A,N/A,of a Frontier,1899,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,His military and administrative activities while British Agent at Gilgit and in the eastern Hindu-Kush.,British Agent; Military,N/A,N/A,N/A,N/A
